# Generated by scripts/gen-oui.py from the IEEE MA-L registry. Do not edit.
# prefix,vendor
C8A823,Samsung
C8AA21,Arris
C8B1CD,Apple
C8B29B,Intel
C8B373,Linksys
C8B422,Askey
C8B5AD,HP
C8B5B7,Apple
C8B6D3,Huawei
C8B82F,eero
C8BA94,Samsung
C8BB81,Huawei
C8BC9C,Huawei
C8BCC8,Apple
C8BD4D,Samsung
C8BD69,Samsung
C8BE19,D-Link
C8BE35,Extreme
C8BFFE,Huawei
C8C2FA,Huawei
C8C465,Huawei
C8C750,Motorola
C8C9A3,Espressif
C8CA63,Huawei
C8CA79,Ciena
C8CB9E,Intel
C8CBB8,HP
C8CD72,Sagemcom
C8D083,Apple
C8D10B,Nokia
C8D15E,Huawei
C8D3A3,D-Link
C8D3FF,HP
C8D719,Linksys
C8D7B0,Samsung
C8D9D2,HP
C8DDC9,Lenovo
C8DF7C,Nokia
C8DF84,TI
C8E0EB,Apple
C8E265,Intel
C8E306,eero
C8E600,Huawei
C8E7F0,Juniper
C8EAF8,ZTE
C8F09E,Espressif
C8F319,LG
C8F650,Apple
C8F733,Intel
C8F750,Dell
C8F9F9,Cisco
C8FB26,Cisco
C8FD19,TI
C8FE6A,Juniper
C8FF28,Liteon
CC037B,TI
CC03D9,Cisco
CC03FA,Technicolor
CC051B,Samsung
CC0577,Huawei
CC07AB,Samsung
CC07E4,Lenovo
CC088D,Apple
CC08E0,Apple
CC08FB,TP-Link
CC0DEC,Cisco
CC0DF2,Motorola
CC1531,Intel
CC167E,Cisco
CC1AFA,ZTE
CC1E97,Huawei
CC208C,Huawei
CC20E8,Apple
CC2119,Samsung
CC25EF,Apple
CC29BD,ZTE
CC29F5,Apple
CC2D21,Tenda
CC2D8C,LG
CC2DB7,Apple
CC2F71,Intel
CC3296,Huawei
CC32E5,TP-Link
CC3331,TI
CC33BB,Sagemcom
CC3429,TP-Link
CC3540,Technicolor
CC3A61,Samsung
CC3D82,Intel
CC3DD1,Huawei
CC3E5F,HP
CC3E79,Arris
CC40D0,Netgear
CC4463,Apple
CC464E,Samsung
CC46D6,Cisco
CC483A,Dell
CC4EEC,Humax
CC50E3,Espressif
CC53B5,Huawei
CC5A53,Cisco
CC5B31,Nintendo
CC5C61,Huawei
CC5D4E,Zyxel
CC60C8,Microsoft
CC61E5,Motorola
CC64A6,Huawei
CC65AD,Arris
CC660A,Apple
CC6618,Adtran
CC66B2,Nokia
CC68B6,TP-Link
CC69FA,Apple
CC6DA0,Roku
CC6EA4,Samsung
CC70ED,Cisco
CC75E2,Arris
CC785F,Apple
CC78AB,TI
CC79D7,Cisco
CC7B35,ZTE
CC7D37,Arris
CC7EE7,Panasonic
CC7F75,Cisco
CC7F76,Cisco
CC82EB,Kyocera
CC86EC,Silicon Labs
CC874A,Nokia
CC8826,LG
CC88C7,Aruba
CC895E,Huawei
CC89FD,Nokia
CC8CBF,Tuya
CC8CE3,TI
CC8E71,Cisco
CC9070,Cisco
CC95D7,Vizio
CC96A0,Huawei
CC96E5,Dell
CC988B,Sony
CC9891,Cisco
CC9C3E,Cisco
CC9E00,Nintendo
CC9EA2,Amazon
CCA12B,TCL
CCA223,Huawei
CCA462,Arris
CCA7C1,Google
CCAB2C,Humax
CCAF78,Foxconn
CCB0A8,Huawei
CCB0DA,Liteon
CCB11A,Samsung
CCB182,Huawei
CCB255,D-Link
CCB3F8,Fujitsu
CCB7C4,Huawei
CCBA6F,Huawei
CCBBFE,Huawei
CCBCE3,Huawei
CCBDD3,Ultimaker
CCBE59,Calix
CCC079,Murata
CCC3EA,Motorola
CCC5E5,Dell
CCC760,Apple
CCC95D,Apple
CCCC81,Huawei
CCCCCC,Silicon Labs
CCCE1E,AVM
CCD083,Aruba
CCD281,Apple
CCD539,Cisco
CCD73C,Huawei
CCD8C1,Cisco
CCD9AC,Intel
CCDB93,Cisco
CCDBA7,Espressif
CCE17F,Juniper
CCE194,Juniper
CCE1D5,Buffalo
CCE686,Samsung
CCED21,Nokia
CCED4D,Cisco
CCEF48,Cisco
CCF411,Google
CCF735,Amazon
CCF9E4,Intel
CCF9E8,Samsung
CCFA00,LG
CCFA66,Huawei
CCFB65,Nintendo
CCFE3C,Samsung
CCFF90,Huawei
D0034B,Apple
D003DF,Samsung
D003EB,TI
D00401,Motorola
D004B0,Samsung
D005E4,Huawei
D00790,TI
D007CA,Juniper
D009C8,Cisco
D00DF7,Huawei
D012CB,AVM
D013FD,LG
D0154A,ZTE
D015A6,Aruba
D0167C,eero
D016B4,Huawei
D01769,Murata
D0176A,Samsung
D017C2,ASUSTek
D0196A,Ciena
D01B49,Samsung
D021F9,Ubiquiti
D022BE,Samsung
D023DB,Apple
D02544,Samsung
D02598,Apple
D02788,Foxconn
D02B20,Apple
D02DB3,Huawei
D02EAB,TI
D03169,Samsung
D03311,Apple
D03745,TP-Link
D03761,TI
D03957,Liteon
D03972,TI
D039B3,Arris
D03C1F,Intel
D03E5C,Huawei
D03F27,Wyze
D03FAA,Apple
D040EF,Murata
D0431E,Dell
D0497C,OnePlus
D04D2C,Roku
D04DC6,Aruba
D04E99,Huawei
D04F7E,Apple
D05099,ASRock
D05162,Sony
D05349,Liteon
D05509,Nintendo
D0574C,Cisco
D0577B,Intel
D05794,Sagemcom
D058A8,ZTE
D05919,ZTE
D059E4,Samsung
D05A00,Technicolor
D05BA8,ZTE
D05FB8,TI
D0608C,ZTE
D063B4,SolidRun
D06544,Apple
D065CA,Huawei
D0667B,Samsung
D06726,HP
D067E5,Dell
D06DC9,Sagemcom
D06EDE,Sagemcom
D06F82,Huawei
D071C4,ZTE
D072DC,Cisco
D073D5,LIFX
D0768F,Calix
D076E7,TP-Link
D07714,Motorola
D07AB5,Huawei
D07D33,Huawei
D07E01,Huawei
D07E28,HP
D07E35,Intel
D07FA0,Samsung
D0817A,Apple
D084B0,Sagemcom
D087E2,Samsung
D0880C,Apple
D08A91,Technicolor
D08CB5,TI
D08E79,Dell
D0929E,Microsoft
D09466,Dell
D09C7A,Xiaomi
D0A5A6,Cisco
D0A637,Apple
D0ABD5,Intel
D0B128,Samsung
D0B2C4,Technicolor
D0B45D,Huawei
D0B5C2,TI
D0BB61,ZTE
D0BF9C,HP
D0C1B1,Samsung
D0C24E,Samsung
D0C282,Cisco
D0C5D3,AzureWave
D0C5F3,Apple
D0C637,Intel
D0C65B,Huawei
D0C789,Cisco
D0C7C0,TP-Link
D0D003,Samsung
D0D04B,Huawei
D0D0FD,Cisco
D0D23C,Apple
D0D2B0,Apple
D0D3E0,Aruba
D0D783,Huawei
D0DAD7,Apple
D0DB32,Nokia
D0DD49,Juniper
D0DF9A,Liteon
D0DFC7,Samsung
D0E042,Cisco
D0E140,Apple
D0E44A,Murata
D0E54D,Arris
D0E782,AzureWave
D0EC35,Cisco
D0EFC1,Huawei
D0F0DB,Ericsson
D0F3F5,Huawei
D0F4F7,Huawei
D0F520,Kyocera
D0F88C,Motorola
D0F99B,ZTE
D0FCCC,Samsung
D0FCD0,Humax
D0FF50,TI
D0FF98,Huawei
D40129,Broadcom
D4016D,TP-Link
D404CD,Arris
D404FF,Juniper
D40598,Arris
D405DE,eero
D40AA9,Arris
D40B1A,HTC
D411A3,Samsung
D419F6,NXP
D41AD1,Zyxel
D41D71,Palo Alto
D4206D,HTC
D42122,Sercomm
D4223F,Lenovo
D4258B,Intel
D42C0F,Arris
D42C44,Cisco
D42C46,Buffalo
D43260,GoPro
D4351D,Technicolor
D43639,TI
D437D7,ZTE
D4389C,Sony
D439B8,Ciena
D43A2C,Google
D43B04,Intel
D43D7E,MSI
D43DF3,Zyxel
D43FCB,Arris
D440F0,Huawei
D44649,Huawei
D446E1,Apple
D44D77,Nokia
D44DA4,Murata
D44F67,Huawei
D45383,Murata
D4548B,Intel
D45763,Apple
D45A3F,Juniper
D45D42,Nokia
D45D64,ASUSTek
D45DDF,Pegatron
D460E3,Sercomm
D4612E,Huawei
D4619D,Apple
D461DA,Apple
D462EA,Huawei
D463C6,Motorola
D46624,Cisco
D4684D,Ruckus
D468AA,Apple
D46A35,Cisco
D46A6A,Foxconn
D46AA8,Huawei
D46BA6,Huawei
D46C6D,Arris
D46D50,Cisco
D46D6D,Intel
D46E0E,TP-Link
D46E5C,Huawei
D47226,ZTE
D47415,Huawei
D476A0,Fortinet
D476EA,ZTE
D47798,Cisco
D4789B,Cisco
D47954,Huawei
D47AE2,Samsung
D47BB0,Askey
D481D7,Dell
D48564,HP
D487D8,Samsung
D48866,Huawei
D48890,Samsung
D48A39,Samsung
D48CB5,Cisco
D48F33,Microsoft
D48FA2,Huawei
D4909C,Apple
D4910F,Amazon
D49234,NEC
D49398,Nokia
D49400,Huawei
D494A1,TI
D494E8,Huawei
D4970B,Xiaomi
D49A20,Apple
D49CF4,Palo Alto
D49DC0,Samsung
D49E05,ZTE
D49FDD,Huawei
D4A02A,Cisco
D4A148,Huawei
D4A33D,Apple
D4A651,Tuya
D4AB82,Arris
D4AD71,Cisco
D4ADBD,Cisco
D4ADFC,Govee
D4AE05,Samsung
D4AE52,Dell
D4B110,Huawei
D4B27A,Arris
D4B709,ZTE
D4B7D0,Ciena
D4B92F,Technicolor
D4BBE6,Huawei
D4BD4F,Ruckus
D4BED9,Dell
D4C19E,Ruckus
D4C1C8,ZTE
D4C1FC,Nokia
D4C93C,Cisco
D4C94B,Motorola
D4C9EF,HP
D4CBAF,Nokia
D4D252,Intel
D4D4DA,Espressif
D4D51B,Huawei
D4D748,Cisco
D4D853,Intel
D4D919,GoPro
D4DCCD,Apple
D4E053,Aruba
D4E22F,Roku
D4E2CB,Technicolor
D4E33F,Nokia
D4E6B7,Samsung
D4E853,Hikvision
D4E880,Cisco
D4E8B2,Samsung
D4E98A,Intel
D4EB68,Cisco
D4F057,Nintendo
D4F0C9,Kyocera
D4F242,Huawei
D4F46F,Apple
D4F4BE,Palo Alto
D4F513,TI
D4F547,Google
D4F5EF,HP
D4F756,ZTE
D4F829,Sagemcom
D4F98D,Espressif
D4F9A1,Huawei
D4FB8E,Apple
D8004D,Apple
D806D1,Honeywell
D807B6,TP-Link
D80831,Samsung
D80A60,Huawei
D80B9A,Samsung
D80D17,TP-Link
D80F99,Foxconn
D81068,Murata
D8109F,Huawei
D814DF,TCL
D8150D,TP-Link
D818D3,Juniper
D81C79,Apple
D81D72,Apple
D81F12,Tuya
D824BD,Cisco
D82522,Arris
D82918,Huawei
D82A7E,Nokia
D83062,Apple
D83134,Roku
D831CF,Samsung
D83214,Tenda
D832E3,Xiaomi
D833B7,Sagemcom
D838FC,Ruckus
D83BBF,Intel
D84008,Huawei
D84732,TP-Link
D847BB,Huawei
D8490B,Huawei
D8492F,Canon
D84A2B,ZTE
D84C90,Apple
D84FB8,LG
D850E6,ASUSTek
D8539A,Juniper
D8543A,TI
D854A2,Extreme
D85575,Samsung
D855A3,ZTE
D857EF,Samsung
D85982,Huawei
D85B2A,Samsung
D85D4C,TP-Link
D85DE2,Foxconn
D85ED3,Gigabyte
D86162,Wistron Neweb
D8630D,Motorola
D86375,Xiaomi
D867D3,Huawei
D867D9,Cisco
D86852,Huawei
D868A0,Samsung
D868C3,Samsung
D86BF7,Nintendo
D86C5A,Humax
D86C63,Google
D86CE9,Sagemcom
D86D17,Huawei
D8714D,TI
D87157,Lenovo
D87495,ZTE
D87533,Nokia
D876AE,Huawei
D8787F,Ubee
D87988,Foxconn
D87D7F,Sagemcom
D88039,Microchip
D880DC,Huawei
D88466,Extreme
D88863,Huawei
D88ADC,Huawei
D88C73,ZTE
D88C79,Google
D88F76,Apple
D890E8,Samsung
D8912A,Zyxel
D89403,HP
D8952F,TI
D89685,GoPro
D89695,Apple
D897BA,Pegatron
D89AC1,Nokia
D89B3B,Huawei
D89C67,Foxconn
D89C8E,Comcast
D89D67,HP
D89E3F,Apple
D89E61,Huawei
D89EF3,Dell
D8A011,WiZ
D8A01D,Espressif
D8A0E8,ZTE
D8A25E,Apple
D8A35C,Samsung
D8A491,Huawei
D8A756,Sagemcom
D8A8C8,ZTE
D8A98B,TI
D8AFF1,Panasonic
D8B053,Xiaomi
D8B122,Juniper
D8B12A,Panasonic
D8B190,Cisco
D8B377,HTC
D8B673,TI
D8BB2C,Apple
D8BBC1,MSI
D8BE1F,Apple
D8BE65,Amazon
D8BFC0,Espressif
D8C0A6,AzureWave
D8C46A,Murata
D8C497,Quanta
D8C4E9,Samsung
D8C771,Huawei
D8C7C8,Aruba
D8CB8A,MSI
D8CC98,Huawei
D8CE3A,Xiaomi
D8CF9C,Apple
D8CFBF,Motorola
D8D090,Dell
D8D1CB,Apple
D8D385,HP
D8D43C,Sony
D8D775,Sagemcom
D8DC40,Apple
D8DDFD,TI
D8DE3A,Apple
D8E0E1,Samsung
D8E2DF,Microsoft
D8E844,ZTE
D8EB46,Google
D8EB97,TRENDnet
D8EC5E,Belkin
D8ECE5,Zyxel
D8EF42,Huawei
D8EFCD,Nokia
D8F15B,Espressif
D8F2CA,Intel
D8F3BC,Liteon
D8F883,Intel
D8FB5E,Askey
D8FBD6,Amazon
D8FC93,Intel
D8FEE3,D-Link
DC0077,TP-Link
DC028E,ZTE
DC0398,LG
DC0539,Cisco
DC080F,Apple
DC094C,Huawei
DC0B09,Cisco
DC0B34,LG
DC0C5C,Apple
DC0E96,Palo Alto
DC0EA1,Compal
DC15C8,AVM
DC16B2,Huawei
DC1BA1,Intel
DC2148,Intel
DC215C,Intel
DC21E2,Huawei
DC2727,Huawei
DC2B2A,Apple
DC2B61,Apple
DC2D3C,Huawei
DC333D,Huawei
DC360C,Hitron
DC3714,Apple
DC38E1,Juniper
DC396F,AVM
DC3979,Cisco
DC3A5E,Roku
DC3EF8,Nokia
DC415F,Apple
DC41A9,Intel
DC446D,Allwinner
DC44B6,Samsung
DC4517,Arris
DC4628,Intel
DC4A3E,HP
DC4F22,Espressif
DC5285,Apple
DC5360,Intel
DC537C,Compal
DC5392,Apple
DC5475,Espressif
DC54D7,Amazon
DC56E7,Apple
DC6672,Samsung
DC680C,HP
DC68EB,Nintendo
DC6AE7,Xiaomi
DC6B1B,Huawei
DC7137,ZTE
DC7144,Samsung
DC7196,Intel
DC729B,Huawei
DC7385,Huawei
DC74A8,Samsung
DC774C,Cisco
DC7B94,Cisco
DC8084,Apple
DC85DE,AzureWave
DC86D8,Apple
DC8983,Samsung
DC8B28,Intel
DC8C37,Cisco
DC8D8A,Nokia
DC8E95,Silicon Labs
DC9088,Huawei
DC9166,Huawei
DC91BF,Amazon
DC9758,Amlogic
DC9840,Microsoft
DC9914,Huawei
DC9A7D,Hisense
DC9B9C,Apple
DC9FA4,Nokia
DC9FDB,Ubiquiti
DCA120,Nokia
DCA266,Foxconn
DCA4CA,Apple
DCA5F4,Cisco
DCA632,Raspberry Pi
DCA633,Arris
DCA782,Huawei
DCA904,Apple
DCA971,Intel
DCAEEB,Ruckus
DCB082,Nokia
DCB3B4,Honeywell
DCB4C4,Microsoft
DCB54F,Apple
DCB72E,Xiaomi
DCB7AC,Aruba
DCB808,Extreme
DCBFE9,Motorola
DCC64B,Huawei
DCC793,Nokia
DCCCE6,Samsung
DCCD2F,Epson
DCCEC1,Cisco
DCCF96,Samsung
DCD2FC,Huawei
DCD321,Humax
DCD3A2,Apple
DCD444,Huawei
DCD7A0,Huawei
DCD916,Huawei
DCD9AE,Nokia
DCDB27,Huawei
DCDCC3,Extreme
DCDCE2,Samsung
DCDFD6,ZTE
DCE55B,Google
DCE650,Extreme
DCEB69,Technicolor
DCEB94,Cisco
DCEE06,Huawei
DCEF09,Netgear
DCEF80,Huawei
DCEFCA,Murata
DCF110,Nokia
DCF31C,TI
DCF401,Dell
DCF4CA,Apple
DCF505,AzureWave
DCF719,Cisco
DCF756,Samsung
DCF8B9,ZTE
DCFB02,Buffalo
DCFB48,Intel
DCFE07,Pegatron
DCFE18,TP-Link
DCFE23,Murata
E00084,Huawei
E0036B,Samsung
E005C5,TP-Link
E006E6,Foxconn
E0071B,HP
E00AF6,Liteon
E00C7F,Nintendo
E00CE5,Huawei
E00EDA,Cisco
E0107F,Ruckus
E01877,Fujitsu
E0191D,Huawei
E01954,ZTE
E01C41,Extreme
E01CFC,D-Link
E01F2B,Nokia
E01F88,Xiaomi
E01FED,Nokia
E02202,Arris
E023FF,Fortinet
E0247F,Huawei
E02481,Huawei
E02861,Huawei
E0286D,AVM
E02B96,Apple
E02BE9,Intel
E02CB2,Lenovo
E02E0B,Intel
E02E3F,Huawei
E02F6D,Cisco
E030F9,Juniper
E0338E,Apple
E03676,Huawei
E03717,Technicolor
E037BF,Wistron Neweb
E0383F,ZTE
E03E44,Broadcom
E03F49,ASUSTek
E04007,Huawei
E04102,ZTE
E0469A,Netgear
E046EE,Netgear
E04735,Ericsson
E04BA6,Huawei
E05124,NXP
E0553D,Cisco
E05A1B,Espressif
E05F45,Apple
E05FB9,Cisco
E06066,Sercomm
E06234,TI
E06267,Xiaomi
E063DA,Ubiquiti
E063E5,Sony
E06678,Apple
E06995,Pegatron
E069BA,Cisco
E06CC5,Huawei
E06D17,Apple
E070EA,HP
E0757D,Motorola
E07726,Huawei
E0798D,Silicon Labs
E07C13,ZTE
E07DEA,TI
E0806B,Xiaomi
E0885D,Technicolor
E0897E,Apple
E0899D,Cisco
E091F5,Netgear
E0925C,Apple
E0928F,TI
E09467,Intel
E09796,Huawei
E09806,Espressif
E09861,Motorola
E09971,Samsung
E09D13,Samsung
E09D31,Intel
E0A1CE,ZTE
E0A3AC,Huawei
E0A670,Nokia
E0AA96,Samsung
E0ACCB,Apple
E0ACF1,Cisco
E0AEA2,Huawei
E0B52D,Apple
E0B55F,Apple
E0B668,ZTE
E0B70A,Arris
E0B7B1,Arris
E0B9A5,AzureWave
E0B9BA,Apple
E0B9E5,Technicolor
E0BAAD,Hikvision
E0BB9E,Epson
E0BE03,Liteon
E0C264,Intel
E0C377,Samsung
E0C3F3,ZTE
E0C767,Apple
E0C79D,TI
E0C97A,Apple
E0CA3C,Hikvision
E0CA94,Askey
E0CB1D,Amazon
E0CB4E,ASUSTek
E0CBBC,Cisco
E0CBEE,Samsung
E0CC7A,Huawei
E0CCF8,Xiaomi
E0CEC3,Askey
E0D045,Intel
E0D083,Samsung
E0D173,Cisco
E0D462,Huawei
E0D464,Intel
E0D4E8,Intel
E0D55E,Gigabyte
E0D7BA,TI
E0D848,Dell
E0DA90,Huawei
E0DB10,Samsung
E0DB55,Dell
E0DBD1,Technicolor
E0DCFF,Xiaomi
E0E0FC,Huawei
E0E2E6,Espressif
E0E37C,Huawei
E0E5CF,TI
E0E751,Nintendo
E0EB40,Apple
E0EE1B,Panasonic
E0F442,Huawei
E0F5C6,Apple
E0F62D,Juniper
E0F6B5,Nintendo
E0F728,Amazon
E0F847,Apple
E0FFF1,TI
E4029B,Intel
E4072B,Huawei
E40D36,Intel
E40EEE,Huawei
E4115B,HP
E4121D,Samsung
E415F6,TI
E4186B,Zyxel
E419C1,Huawei
E41D2D,Mellanox
E41F7B,Cisco
E425E7,Apple
E4268B,Huawei
E42AAC,Microsoft
E42B34,Apple
E42B79,Nokia
E432CB,Samsung
E43493,Huawei
E435C8,Huawei
E4387E,Cisco
E43883,Ubiquiti
E43BC9,Hisense
E43D1A,Broadcom
E43EC6,Huawei
E440E2,Samsung
E44122,OnePlus
E44164,Nokia
E442A6,Intel
E4434B,Dell
E444E5,Extreme
E446B0,Fujitsu
E446DA,Xiaomi
E447B3,ZTE
E448C7,Cisco
E44E2D,Cisco
E450EB,Apple
E4521E,TI
E454E8,Dell
E455A8,Cisco
E45740,Arris
E458B8,Samsung
E458E7,Samsung
E45D37,Juniper
E45D75,Samsung
E45E1B,Google
E45E37,Intel
E45F01,Raspberry Pi
E46017,Intel
E46449,Arris
E466AB,ZTE
E468A3,Huawei
E46D7F,Ciena
E46F13,D-Link
E470B8,Intel
E472E2,Huawei
E47684,Apple
E47723,ZTE
E47727,Huawei
E47CF9,Samsung
E47DBD,Samsung
E47E66,Huawei
E47E9A,ZTE
E47FB2,Fujitsu
E48184,Nokia
E48210,Huawei
E48326,Huawei
E48399,Arris
E484D3,Xiaomi
E48B7F,Apple
E48F1D,Huawei
E4902A,Huawei
E4907E,Motorola
E490FD,Apple
E492FB,Samsung
E498D1,Microsoft
E498D6,Apple
E49A79,Apple
E49ADC,Apple
E49C67,Apple
E49F1E,Arris
E4A471,Intel
E4A749,Palo Alto
E4A7A0,Intel
E4A7C5,Huawei
E4A8B6,Huawei
E4A8DF,Compal
E4AA5D,Cisco
E4AAEA,Liteon
E4B021,Samsung
E4B2FB,Apple
E4B318,Intel
E4B555,Huawei
E4B97A,Dell
E4BD4B,ZTE
E4BFFA,Technicolor
E4C0E2,Sagemcom
E4C2D1,Huawei
E4C32A,TP-Link
E4C63D,Apple
E4C722,Cisco
E4CA12,ZTE
E4CE8F,Apple
E4D332,TP-Link
E4D373,Huawei
E4D3F1,Cisco
E4D53D,Foxconn
E4DC43,Huawei
E4DCCC,Huawei
E4E0A6,Apple
E4E0C5,Samsung
E4E112,TI
E4E4AB,Apple
E4E749,HP
E4EC10,Nokia
E4ECE8,Samsung
E4F004,Dell
E4F042,Google
E4F3C4,Samsung
E4F4C6,Netgear
E4F75B,Arris
E4F89C,Intel
E4F8EF,Samsung
E4FAED,Samsung
E4FAFD,Intel
E4FB5D,Huawei
E4FC82,Juniper
E4FD45,Intel
E4FDA1,Huawei
E8039A,Samsung
E8040B,Apple
E80462,Cisco
E80688,Apple
E8088B,Huawei
E81132,Samsung
E8136E,Huawei
E8150E,Nokia
E817FC,Fujitsu
E81B69,Sercomm
E81CBA,Fortinet
E81CD8,Apple
E81DA8,Ruckus
E81E92,Huawei
E820E2,Humax
E82689,Aruba
E82A44,Liteon
E82AEA,Intel
E831CD,Espressif
E83381,Arris
E83617,Apple
E8377A,Zyxel
E838A0,Vizio
E83935,HP
E839DF,Askey
E83A12,Samsung
E83A97,Toshiba
E83EFC,Arris
E83F67,Huawei
E84040,Cisco
E840F2,Pegatron
E84368,ZTE
E843B6,QNAP
E848B8,TP-Link
E84D74,Huawei
E84DD0,Huawei
E84DEC,Xerox
E84E84,Samsung
E84ECE,Nintendo
E84F25,Murata
E84FA7,Huawei
E8508B,Samsung
E85A8B,Xiaomi
E85B5B,LG
E85C0A,Cisco
E85F02,Apple
E8617E,Liteon
E86549,Cisco
E865D4,Tenda
E86819,Huawei
E868E7,Espressif
E86D52,Arris
E86DCB,Samsung
E86DE9,Huawei
E86E44,ZTE
E86FF2,Actiontec
E87865,Apple
E87F6B,Samsung
E87F95,Apple
E8802E,Apple
E88152,Apple
E88175,ZTE
E8825B,Arris
E884A5,Intel
E884C6,Huawei
E8854B,Apple
E886CF,Nokia
E8892C,Arris
E88D28,Apple
E89120,Motorola
E892A4,LG
E89309,Samsung
E89363,Nokia
E894F6,TP-Link
E8986D,Palo Alto
E899C4,HTC
E89A8F,Quanta
E89D87,Toshiba
E89EB4,Foxconn
E89F39,Nokia
E89F6D,Espressif
E89F80,Belkin
E8A0CD,Nintendo
E8A0ED,Hikvision
E8A1F8,ZTE
E8A245,Juniper
E8A34E,Huawei
E8A660,Huawei
E8A6CA,Huawei
E8A72F,Microsoft
E8A730,Apple
E8AACB,Samsung
E8ABF3,Huawei
E8AC23,Huawei
E8ACAD,ZTE
E8ADA6,Sagemcom
E8B1FC,Intel
E8B2AC,Apple
E8B2FE,Humax
E8B4C8,Samsung
E8B541,ZTE
E8B5D0,Dell
E8B6C2,Juniper
E8B748,Cisco
E8BA70,Cisco
E8BDD1,Huawei
E8BE81,Sagemcom
E8C1D7,Philips
E8C74F,Liteon
E8C7CF,Wistron Neweb
E8CBA1,Nokia
E8CC18,D-Link
E8CD2D,Huawei
E8D0FC,Liteon
E8D11B,Askey
E8D2FF,Sagemcom
E8D322,Cisco
E8D765,Huawei
E8D819,AzureWave
E8D87E,Amazon
E8D8D1,HP
E8DA20,Nintendo
E8DB84,Espressif
E8DC6C,Cisco
E8DE27,TP-Link
E8DF70,AVM
E8E0B7,Toshiba
E8E5D6,Samsung
E8E8B7,Murata
E8EA4D,Huawei
E8EB11,TI
E8EB1B,Microchip
E8EB34,Cisco
E8EBD3,Mellanox
E8ED05,Arris
E8EDD6,Fortinet
E8EDF3,Cisco
E8F1B0,Sagemcom
E8F2E2,LG
E8F375,Nokia
E8F408,Intel
E8F654,Huawei
E8F724,HP
E8F791,Xiaomi
E8F9D4,Huawei
E8FA23,Huawei
E8FB1C,AzureWave
E8FBE9,Apple
E8FCAF,Netgear
E8FD35,Huawei
E8FF98,Huawei
EC01D5,Cisco
EC01E2,Foxconn
EC0273,Aruba
EC086B,TP-Link
EC08E5,Motorola
EC0D9A,Mellanox
EC0DE4,Amazon
EC0EC4,Foxconn
EC107B,Samsung
EC1127,TI
EC13DB,Juniper
EC172F,TP-Link
EC1A02,Huawei
EC1A59,Belkin
EC1BBD,Silicon Labs
EC1D7F,ZTE
EC1D8B,Cisco
EC1F72,Samsung
EC2125,Toshiba
EC21E5,Toshiba
EC2280,D-Link
EC233D,Huawei
EC237B,ZTE
EC24B8,TI
EC2651,Apple
EC26CA,TP-Link
EC28D3,Apple
EC2A72,Dell
EC2BEB,Amazon
EC2CE2,Apple
EC2E98,AzureWave
EC3091,Cisco
EC30B3,Xiaomi
EC3586,Apple
EC3873,Juniper
EC388F,Huawei
EC3A52,Huawei
EC3CBB,Huawei
EC3EB3,Zyxel
EC3EF7,Juniper
EC4118,Xiaomi
EC42CC,Apple
EC43F6,Zyxel
EC4476,Cisco
EC4D47,Huawei
EC4F82,Calix
EC50AA,Aruba
EC551C,Huawei
EC55F9,Foxconn
EC5623,Huawei
EC58EA,Ruckus
EC59E7,Microsoft
EC5C84,Murata
EC6073,TP-Link
EC6260,Espressif
EC63D7,Intel
EC65CC,Panasonic
EC6881,Palo Alto
EC6CB5,ZTE
EC7097,Arris
EC71DB,Reolink
EC7427,eero
EC74D7,Grandstream
EC753E,Huawei
EC7949,Fujitsu
EC7C2C,Huawei
EC7C5C,Juniper
EC7CB6,Samsung
EC819C,Huawei
EC8263,ZTE
EC8350,Microsoft
EC852F,Apple
EC888F,TP-Link
EC8892,Motorola
EC8914,Huawei
EC89F5,Lenovo
EC8A4C,ZTE
EC8AC4,Amazon
EC8C9A,Huawei
EC8CA2,Ruckus
EC8EB5,HP
EC937D,Technicolor
EC94CB,Espressif
EC94D5,Juniper
EC9A74,HP
EC9B5B,Nokia
EC9B8B,HP
EC9BF3,Samsung
ECA138,Amazon
ECA1D1,Huawei
ECA62F,Huawei
ECA81F,Technicolor
ECA907,Apple
ECA940,Arris
ECAA25,Samsung
ECAAA0,Pegatron
ECADB8,Apple
ECADE0,D-Link
ECB0E1,Ciena
ECB1D7,HP
ECB4E8,Wistron
ECB5FA,Philips
ECBD1D,Cisco
ECBEDD,Sagemcom
ECC01B,Huawei
ECC302,Humax
ECC40D,Nintendo
ECC5D2,Huawei
ECC882,Cisco
ECC89C,Hikvision
ECCB30,Huawei
ECCE13,Cisco
ECCED7,Apple
ECD09F,Xiaomi
ECDA3B,Espressif
ECE09B,Samsung
ECE1A9,Cisco
ECE61D,Huawei
ECE7A7,Intel
ECEBB8,HP
ECF0FE,ZTE
ECF35B,Nokia
ECF40C,Cisco
ECF4BB,Dell
ECFABC,Espressif
F0038C,AzureWave
F008D1,Espressif
F008F1,Samsung
F00FEC,Huawei
F01628,Technicolor
F01898,Apple
F01AA0,Aruba
F01C13,LG
F01C2D,Juniper
F01D2D,Cisco
F01DBC,Microsoft
F01FAF,Dell
F01FC7,Apple
F021E0,eero
F02475,Apple
F02572,Cisco
F0258E,Huawei
F025B7,Samsung
F0272D,Amazon
F02765,Murata
F02929,Cisco
F02F4B,Apple
F02F74,ASUSTek
