# Generated by scripts/gen-oui.py from the IEEE MA-L registry. Do not edit.
# prefix,vendor
24E314,Apple
24E50F,Google
24E5AA,Philips
24E853,LG
24E9B3,Cisco
24E9CA,Huawei
24EBED,Huawei
24EC99,Askey
24EE9A,Intel
24F094,Apple
24F0D3,Samsung
24F27F,HP
24F5A2,Belkin
24F5AA,Samsung
24F603,Huawei
24F677,Apple
24FB65,Huawei
24FC4E,Juniper
24FCE5,Samsung
24FD52,Liteon
24FD5B,SmartThings
28011C,ZTE
280244,Apple
2802D8,Samsung
280B5C,Apple
280DFC,Sony
280FEB,LG
28107B,D-Link
2811A5,Bose
2811A8,Intel
2811EC,Huawei
28167F,Xiaomi
2816A8,Microsoft
2816AD,Intel
281709,Huawei
281878,Microsoft
2824FF,Wistron Neweb
2827BF,Samsung
28285D,Zyxel
282B96,Huawei
282CB2,TP-Link
283152,Huawei
2832C5,Humax
283334,Huawei
2834A2,Cisco
283737,Apple
28395E,Samsung
283B82,D-Link
283CE4,Huawei
283DC2,Samsung
283F69,Sony
2841C6,Huawei
2841EC,Huawei
2847AA,Nokia
2848E7,Huawei
285261,Cisco
28534E,Huawei
285471,Huawei
28565A,Foxconn
2857BE,Hikvision
285AEB,Apple
285FDB,Huawei
2864B0,Huawei
2866E3,AzureWave
2868D2,Huawei
286AB8,Apple
286ABA,Apple
286B35,Intel
286C07,Xiaomi
286ED4,Huawei
286F7F,Cisco
2874F5,Nokia
287777,ZTE
2877F1,Apple
287AEE,Arris
287B09,ZTE
287FCF,Intel
288023,HP
288088,Netgear
28808A,Huawei
288335,Samsung
2884FA,Sharp
2887BA,TP-Link
288A1C,Juniper
288CB8,ZTE
288EEC,Apple
288FF6,Apple
28924A,HP
2893FE,Cisco
28940F,Cisco
28987B,Samsung
289E97,Huawei
289EFC,Sagemcom
28A02B,Apple
28A24B,Juniper
28A6DB,Huawei
28AC9E,Cisco
28AFFD,Cisco
28B2BD,Intel
28B371,Ruckus
28B448,Huawei
28BAB5,Samsung
28BD89,Google
28BE9B,Technicolor
28C0DA,Juniper
28C13C,Foxconn
28C21F,Samsung
28C2DD,AzureWave
28C538,Apple
28C5D2,Intel
28C63F,Intel
28C68E,Netgear
28C709,Apple
28C7CE,Cisco
28C87A,Arris
28C87C,ZTE
28CC01,Samsung
28CDC1,Raspberry Pi
28CFDA,Apple
28CFE9,Apple
28D0EA,Intel
28D1AF,Nokia
28D3EA,Huawei
28DE65,Aruba
28DEA8,ZTE
28DEE5,Huawei
28DFEB,Intel
28E02C,Apple
28E14C,Apple
28E31F,Xiaomi
28E347,Liteon
28E34E,Huawei
28E5B0,Huawei
28E7CF,Apple
28EA2D,Apple
28EC95,Apple
28EC9A,TI
28ED6A,Apple
28EE52,TP-Link
28EF01,Amazon
28F033,Apple
28F076,Apple
28F10E,Dell
28F5D1,Arris
28FBAE,Huawei
28FF3C,Apple
28FF3E,ZTE
28FFB2,Toshiba
2C00AB,Arris
2C01B5,Cisco
2C0786,Huawei
2C0823,Sercomm
2C088C,Humax
2C08B4,Huawei
2C0BAB,Huawei
2C0BE9,Cisco
2C0DA7,Intel
2C0E3D,Samsung
2C10C1,Nintendo
2C1165,Silicon Labs
2C15BF,Samsung
2C1875,Skyworth
2C1A01,Huawei
2C1A05,Cisco
2C1DB8,Arris
2C1F23,Apple
2C200B,Apple
2C2131,Juniper
2C2172,Juniper
2C233A,HP
2C26C5,ZTE
2C2768,Huawei
2C27D7,HP
2C2997,Microsoft
2C2BF9,LG
2C301A,Technicolor
2C3033,Netgear
2C3124,Cisco
2C326A,Apple
2C3311,Cisco
2C3358,Intel
2C3361,Apple
2C337A,Foxconn
2C36F8,Cisco
2C3996,Sagemcom
2C39C1,Ciena
2C3A91,Huawei
2C3AE8,Espressif
2C3AFD,AVM
2C3B70,AzureWave
2C3ECF,Cisco
2C3F0B,Cisco
2C3F38,Cisco
2C4053,Samsung
2C4138,HP
2C41A1,Bose
2C4401,Samsung
2C44FD,HP
2C4A11,Ciena
2C4CC6,Murata
2C4D54,ASUSTek
2C4F52,Cisco
2C52AF,Huawei
2C542D,Cisco
2C5491,Microsoft
2C54CF,LG
2C55D3,Huawei
2C56DC,ASUSTek
2C572C,Allwinner
2C5741,Cisco
2C57CE,Apple
2C584F,Arris
2C58E8,Huawei
2C598A,LG
2C59E5,HP
2C5A05,Nokia
2C5A0F,Cisco
2C5D93,Ruckus
2C600C,Quanta
2C61F6,Apple
2C641F,Vizio
2C6B7D,TI
2C6BF5,Juniper
2C6DC1,Intel
2C6E85,Intel
2C6FC9,Foxconn
2C71FF,Amazon
2C73A0,Cisco
2C7600,Apple
2C768A,HP
2C780E,Huawei
2C79D7,Sagemcom
2C7E81,Arris
2C8158,Foxconn
2C8217,Apple
2C86D2,Cisco
2C8A72,HTC
2C8DB1,Intel
2C91AB,AVM
2C93FB,Sercomm
2C9452,Huawei
2C9569,Arris
2C957F,ZTE
2C97B1,Huawei
2C97ED,Sony
2C9924,Arris
2C9D1E,Huawei
2C9E00,Sony
2C9E5F,Arris
2C9EFC,Canon
2C9FFB,Wistron Neweb
2CA042,Huawei
2CA17D,Arris
2CA59C,Hikvision
2CA774,TI
2CA79E,Huawei
2CA7EF,OnePlus
2CAA8E,Wyze
2CAB00,Huawei
2CAB33,TI
2CABA4,Cisco
2CABEB,Cisco
2CAE2B,Samsung
2CB05D,Netgear
2CB43A,Apple
2CB8ED,SonicWall
2CBABA,Samsung
2CBC87,Apple
2CBE08,Apple
2CC260,VirtualBox
2CC546,Huawei
2CC5D3,Ruckus
2CCC15,Nokia
2CCC44,Sony
2CCCE6,Skyworth
2CCF58,Huawei
2CD02D,Cisco
2CD05A,Liteon
2CD066,Xiaomi
2CD2E7,Nokia
2CD444,Fujitsu
2CDB07,Intel
2CDCAD,Wistron Neweb
2CDCD7,AzureWave
2CE032,TCL
2CE412,Sagemcom
2CE6CC,Ruckus
2CEA7F,Dell
2CEADC,Askey
2CF05D,MSI
2CF0A2,Apple
2CF0EE,Apple
2CF1BB,ZTE
2CF295,Huawei
2CF2A5,Sagemcom
2CF432,Espressif
2CF89B,Cisco
2CFDA1,ASUSTek
2CFDAB,Motorola
300505,Intel
30055C,Brother
30074D,Samsung
3009C0,Motorola
300C23,ZTE
300D43,Microsoft
300EB8,LG
300ED5,Foxconn
300EE3,Aquantia
3010B3,Liteon
3010E4,Apple
30144A,Wistron Neweb
3017C8,Sony
301966,Samsung
301984,Huawei
302303,Belkin
302364,Nokia
302432,Intel
302478,Sagemcom
3024A9,HP
303422,eero
3035AD,Apple
3035C5,Huawei
3037A6,Cisco
3037B3,Huawei
303855,Nokia
303926,Sony
303A64,Intel
303EA7,Intel
303FBB,HP
304240,ZTE
304511,TI
304596,Huawei
30469A,Netgear
30499E,Huawei
304B07,Motorola
304C7E,Panasonic
304E1B,Huawei
3050FD,Skyworth
3052CB,Liteon
305714,Apple
30578E,eero
3059B7,Microsoft
305A3A,ASUSTek
306023,Arris
30636B,Apple
3065EC,Wistron
3066D0,Huawei
306A85,Samsung
307467,Samsung
307496,Huawei
307512,Sony
30766F,LG
307C4A,Huawei
307C5E,Juniper
308398,Espressif
3083D2,Motorola
3085A9,ASUSTek
308730,Huawei
3087D9,Ruckus
30894A,Intel
308AF7,Huawei
308BB2,Cisco
308D99,HP
309048,Apple
3090AB,Apple
309176,Skyworth
30918F,Technicolor
3093BC,Sagemcom
309610,Huawei
30963B,Huawei
3096FB,Samsung
309935,ZTE
309C23,MSI
30A1FA,Huawei
30A2C2,Huawei
30A8DB,Sony
30A998,Huawei
30A9DE,LG
30AAE4,Huawei
30AB6A,Samsung
30AEA4,Espressif
30B49E,TP-Link
30B4B8,LG
30B5C2,TP-Link
30B64F,Juniper
30B7D4,Hitron
30B930,ZTE
30BB7D,OnePlus
30C50F,Huawei
30C6F7,Espressif
30C7AE,Samsung
30CBF8,Samsung
30CC21,ZTE
30CDA7,Samsung
30D042,Dell
30D16B,Liteon
30D17E,Huawei
30D386,ZTE
30D53E,Apple
30D587,Samsung
30D6C9,Samsung
30D9D9,Apple
30DE4B,TP-Link
30E171,HP
30E283,TI
30E37A,Intel
30E396,Huawei
30E4DB,Cisco
30E98E,Huawei
30F31D,ZTE
30F335,Huawei
30F6EF,Intel
30F70D,Cisco
30F772,Foxconn
30F7C5,Apple
30F9ED,Sony
30FBB8,Huawei
30FC68,TP-Link
30FCEB,LG
30FD38,Google
30FD65,Huawei
30FE31,Nokia
3400A3,Huawei
340286,Intel
3403DE,TI
3407FB,Ericsson
340804,D-Link
3408BC,Apple
3408E1,TI
340A33,D-Link
340A98,Huawei
341298,Apple
3412F9,Huawei
3413E8,Intel
34145F,Samsung
3414B5,TI
341513,TI
341593,Ruckus
34159E,Apple
3417EB,Dell
341B2D,Cisco
341CF0,Xiaomi
341E6B,Huawei
341FE4,Arris
3420E3,Ruckus
342387,Foxconn
3423BA,Samsung
34243E,ZTE
3425B4,Silicon Labs
3425BE,Amazon
342840,Apple
342912,Huawei
342AF1,TI
342B70,Arris
342CC4,Compal
342D0D,Samsung
342EB6,Huawei
342EB7,Intel
342FBD,Nintendo
343111,Samsung
34317F,Panasonic
34318F,Apple
3431C4,AVM
3432E6,Panasonic
34363B,Apple
343654,ZTE
343759,ZTE
3438B7,Humax
343A20,Aruba
343DC4,Buffalo
343EA4,Ring
34415D,Intel
344262,Apple
3446EC,Huawei
3448ED,Dell
34495B,Sagemcom
344B50,ZTE
344DEA,ZTE
344DF7,LG
345180,TCL
345184,Huawei
3451C9,Apple
3453D2,Sagemcom
3456FE,Cisco
345840,Huawei
345A06,Sharp
345D9E,Sagemcom
345DA8,Cisco
3460F9,TP-Link
346288,Cisco
3464A9,HP
346679,Huawei
346895,Foxconn
346987,ZTE
346AC2,Huawei
346B46,Sagemcom
346BD3,Huawei
346E9D,Ericsson
346F24,AzureWave
346F90,Cisco
347146,Huawei
34732D,Cisco
34735A,Dell
347839,ZTE
347916,Huawei
347A60,Arris
347C25,Apple
347DF6,Intel
347E00,Huawei
347E39,Nokia
347E5C,Sonos
3480B3,Xiaomi
3481C4,AVM
3482C5,Samsung
348446,Ericsson
3484E4,TI
348518,Espressif
348584,Extreme
34865D,Espressif
348A12,Aruba
348A7B,Samsung
348AAE,Sagemcom
348F27,Ruckus
349454,Espressif
349672,TP-Link
3497F6,ASUSTek
3498B5,Netgear
349971,Quanta
349F7B,Canon
34A2A2,Huawei
34A395,Apple
34A843,Kyocera
34A84E,Cisco
34A8EB,Apple
34AA8B,Samsung
34AA99,Nokia
34AB37,Apple
34AB95,Espressif
34AF2C,Nintendo
34AFB3,Amazon
34B1F7,TI
34B20A,Huawei
34B354,Huawei
34B472,Espressif
34B883,Cisco
34B98D,Xiaomi
34BB26,Motorola
34BDC8,Cisco
34BDFA,Cisco
34BE00,Samsung
34C059,Apple
34C3AC,Samsung
34C803,Nokia
34C93D,Intel
34CDBE,Huawei
34CE00,Xiaomi
34CE69,Nokia
34CFF6,Intel
34D262,DJI
34D270,Amazon
34D693,Huawei
34DAB7,ZTE
34DB9C,Sagemcom
34DBFD,Cisco
34DE1A,Intel
34DE34,ZTE
34E0CF,ZTE
34E12D,Intel
34E2FD,Apple
34E5EC,Palo Alto
34E6AD,Intel
34E6D7,Dell
34E894,TP-Link
34ED1B,Cisco
34F39A,Intel
34F62D,Sharp
34F64B,Intel
34F6D2,Panasonic
34F716,TP-Link
34F8E7,Cisco
34FA9F,Ruckus
34FCB9,HP
34FCEF,LG
34FD6A,Apple
34FE77,Apple
34FE9E,Fujitsu
380025,Intel
380195,Samsung
3802DE,Sercomm
380A94,Samsung
380B3C,TI
380B40,Samsung
380E4D,Cisco
380F4A,Apple
3810D5,AVM
3810F0,Aruba
381428,Dell
3816D1,Samsung
3817C3,HP
3817E1,Technicolor
38184C,Sony
38192F,Nokia
381A52,Epson
381C1A,Cisco
381F8D,Tuya
382028,Huawei
382056,Cisco
3821C7,Aruba
3822E2,HP
3822F4,Huawei
38256B,Microsoft
382C4A,ASUSTek
382DD1,Samsung
382DE8,Samsung
3830F9,LG
3835FB,Sagemcom
38378B,Huawei
383FB3,Technicolor
38420B,Sonos
38437D,Compal
38453B,Ruckus
384608,ZTE
3847BC,Huawei
38484C,Apple
384C4F,Huawei
384C90,Arris
384F49,Juniper
384FF0,AzureWave
38521A,Nokia
385247,Huawei
38539C,Apple
38549B,ZTE
38563D,Microsoft
3859F9,Foxconn
385B44,Silicon Labs
385CFB,Silicon Labs
385F66,Cisco
386077,Pegatron
3863BB,HP
3865B2,Apple
3866F0,Apple
386893,Intel
3868A4,Samsung
386A77,Samsung
386BBB,Arris
386E88,ZTE
38700C,Arris
3871DE,Apple
387862,Sony
387A0E,Intel
3880DF,Motorola
3881D7,TI
388345,TP-Link
388479,Cisco
3886F7,Google
3887D5,Intel
38881E,Huawei
3888A4,Apple
38892C,Apple
388B59,Google
388C50,LG
388F30,Samsung
389052,Huawei
3890A5,Cisco
3891B7,Cisco
389496,Samsung
3894ED,Netgear
3898E9,Huawei
389AF6,Samsung
389D92,Epson
389E80,ZTE
38A067,Nokia
38A44B,Huawei
38A4ED,Xiaomi
38A659,Sagemcom
38AA3C,Samsung
38AB41,TI
38AFD7,Fujitsu
38B1DB,Foxconn
38B3F7,Huawei
38B54D,Apple
38B725,Wistron
38B800,Wistron Neweb
38BAB0,Broadcom
38BAF8,Intel
38BC01,Huawei
38BD7A,Aruba
38BF33,NEC
38C85C,Cisco
38C986,Apple
38CA84,HP
38CADA,Apple
38D269,TI
38D40B,Samsung
38D547,ASUSTek
38D82F,ZTE
38DEAD,Intel
38E1AA,ZTE
38E2DD,ZTE
38E39F,Motorola
38E60A,Xiaomi
38E7D8,HTC
38EAA7,HP
38EB47,Huawei
38EC0D,Apple
38ECE4,Samsung
38ED18,Cisco
38F23E,Microsoft
38F554,Hisense
38F73D,Amazon
38F7F1,Huawei
38F85E,Humax
38F889,Huawei
38F9D3,Apple
38FACA,Skyworth
38FB14,Huawei
38FC98,Intel
38FDF8,Cisco
38FF36,Ruckus
3C01EF,Sony
3C0461,Arris
3C0518,Samsung
3C058E,Huawei
3C0630,Apple
3C06A7,TP-Link
3C0754,Apple
3C0771,Sony
3C08F6,Cisco
3C0E23,Cisco
3C135A,Xiaomi
3C13CC,Cisco
3C15C2,Apple
3C15FB,Huawei
3C1710,Sagemcom
3C189F,Nokia
3C195E,Samsung
3C197D,Ericsson
3C1BF8,Hikvision
3C1E04,D-Link
3C20F6,Samsung
3C219C,Intel
3C22FB,Apple
3C25D7,Nokia
3C26E4,Cisco
3C286D,Google
3C2AF4,Brother
3C2C30,Dell
3C2DB7,TI
3C2EF9,Apple
3C2EFF,Apple
3C306F,Huawei
3C363D,Nokia
3C36E4,Arris
3C3712,AVM
3C3786,Netgear
3C38F4,Sony
3C39C8,Apple
3C410E,Cisco
3C438E,Arris
3C46D8,TP-Link
3C4711,Huawei
3C4A92,HP
3C4DBE,Apple
3C510E,Cisco
3C5282,HP
3C5447,Huawei
3C5731,Cisco
3C576C,Samsung
3C58C2,Intel
3C591E,TCL
3C5A37,Samsung
3C5AB4,Google
3C5CC4,Amazon
3C5CF1,eero
3C5EC3,Cisco
3C6104,Juniper
3C6105,Espressif
3C6200,Samsung
3C62F0,Sercomm
3C678C,Huawei
3C6AA7,Intel
3C6FEA,Panasonic
3C71BF,Espressif
3C754A,Arris
3C77E6,Foxconn
3C7843,Huawei
3C7A8A,Arris
3C7C3F,ASUSTek
3C7D0A,Apple
3C7DB1,TI
3C81D8,Sagemcom
3C82C0,Technicolor
3C8375,Microsoft
3C846A,TP-Link
3C869A,Huawei
3C8AB0,Juniper
3C8B7F,Cisco
3C8BFE,Samsung
3C8C93,Juniper
3C8CF8,TRENDnet
3C8D20,Google
3C9180,Liteon
3C93F4,Huawei
3C94D5,Juniper
3C9509,Liteon
3C970E,Wistron
3C9872,Sercomm
3C9A77,Technicolor
3C9BC6,Huawei
3C9BD6,Vizio
3C9C0F,Intel
3C9D56,Huawei
3CA067,Liteon
3CA10D,Samsung
3CA161,Huawei
3CA308,TI
3CA37E,Huawei
3CA62F,AVM
3CA6F6,Apple
3CA7AE,ZTE
3CA82A,HP
3CA916,Huawei
3CA9F4,Intel
3CAB8E,Apple
3CB233,Huawei
3CB74B,Technicolor
3CBBFD,Samsung
3CBDD8,LG
3CBF60,Apple
3CC243,Nokia
3CCD36,Apple
3CCD5D,Huawei
3CCD93,LG
3CCE73,Cisco
3CD0F8,Apple
3CD92B,HP
3CDA2A,ZTE
3CDCBC,Samsung
3CDF1E,Cisco
3CDFA9,Arris
3CDFBD,Huawei
3CE064,TI
3CE072,Apple
3CE441,Amazon
3CE4B0,TI
3CE824,Huawei
3CE90E,Espressif
3CE9F7,Intel
3CECEF,Supermicro
3CF011,Intel
3CF652,ZTE
3CF72A,Nokia
3CF7A4,Samsung
3CF808,Huawei
3CF862,Intel
3CFA43,Huawei
3CFDFE,Intel
3CFEAC,Cisco
3CFFD8,Huawei
40017A,Cisco
4001C6,3Com
400634,Huawei
4006A0,TI
4006D5,Cisco
400D10,Arris
400E85,Samsung
400EF3,ZTE
4011C3,Samsung
4014AD,Huawei
40163B,Samsung
40167E,ASUSTek
40169F,TP-Link
4018B1,Extreme
401A58,Wistron Neweb
401C83,Intel
4022D8,Espressif
4024B2,Amlogic
4025C2,Intel
402619,Apple
402B50,Arris
402BA1,Sony
402E71,TI
402F86,LG
403004,Apple
40313C,Xiaomi
40331A,Apple
4035E6,Samsung
403B7B,Huawei
403CFC,Apple
403DEC,Humax
403F8C,TP-Link
4040A7,Sony
404244,Cisco
40475E,eero
40490F,Foxconn
404A03,Zyxel
404C77,Arris
404D7F,Apple
404D8E,Huawei
404E36,HTC
405539,Cisco
405582,Nokia
405CFD,Dell
405D82,Netgear
405EF6,Samsung
405FC2,TI
406186,MSI
4065A3,Sagemcom
406C8F,Apple
407009,Arris
4070F5,Apple
407183,Juniper
4074E0,Intel
4075C3,Technicolor
4076A9,Huawei
40786A,Motorola
407A80,Nokia
407C7D,Nokia
407D0F,Huawei
40831D,Apple
4083DE,Zebra
408805,Motorola
40882F,Extreme
408B07,Actiontec
408D5C,Gigabyte
408EDF,Huawei
408F9D,Juniper
409151,Espressif
40984E,TI
4098AD,Apple
409922,AzureWave
409B21,Nokia
409BCD,D-Link
409C28,Apple
409F38,AzureWave
40A108,Motorola
40A2DB,Amazon
40A3CC,Intel
40A53B,Nokia
40A677,Juniper
40A6B7,Intel
40A6D9,Apple
40A6E8,Cisco
40A8F0,HP
40A9CF,Amazon
40ACBF,Hikvision
40B034,HP
40B076,ASUSTek
40B0FA,LG
40B15C,Huawei
40B395,Apple
40B4CD,Amazon
40B4F0,Juniper
40B5C1,Cisco
40B6E7,Huawei
40B7F3,Arris
40B837,Sony
40B89A,Foxconn
40B93C,HP
40BC60,Apple
40BD32,TI
40C2BA,Compal
40C3BC,Huawei
40C711,Apple
40C729,Sagemcom
40CBA8,Huawei
40CBC0,Apple
40CE24,Cisco
40D28A,Nintendo
40D32D,Apple
40D3AE,Samsung
40DCA5,Huawei
40DEAD,Juniper
40E1E4,Nokia
40E230,AzureWave
40E3D6,Aruba
40E64B,Apple
40E99B,Samsung
40EC99,Intel
40EDCF,Apple
40EEDD,Huawei
40F02F,Liteon
40F078,Cisco
40F201,Sagemcom
40F308,Murata
40F407,Nintendo
40F4EC,Cisco
40F520,Espressif
40F6BC,Amazon
40F8DF,Canon
40F946,Apple
40FC89,Arris
440010,Apple
440049,Amazon
44004D,Huawei
44032C,Intel
4403A7,Cisco
44070B,Google
441244,Aruba
4413D0,ZTE
441622,Microsoft
4416FA,Samsung
441793,Espressif
4418FD,Apple
4419B6,Hikvision
441B88,Apple
441C12,Technicolor
441C7F,Motorola
441CA8,Foxconn
441E98,Ruckus
441EA1,HP
44227C,Huawei
44272E,Huawei
442A60,Apple
442B03,Cisco
443192,HP
443262,ZTE
4432C8,Technicolor
4434A7,Arris
443583,Apple
4437E6,Foxconn
4441F0,ZTE
444201,Amazon
4447CC,Hikvision
4448C1,HP
444988,Intel
444ADB,Apple
444C0C,Apple
444E1A,Samsung
444E6D,AVM
444F8E,WiZ
4455B1,Huawei
4455C4,Huawei
445829,Cisco
445943,ZTE
4459E3,Huawei
445BED,Aruba
445CE9,Samsung
445D5E,Sonoff
446132,ecobee
44643C,Cisco
44650D,Amazon
44657F,Calix
446747,Huawei
446752,Wistron
446A2E,Huawei
446AB7,Arris
446D57,Liteon
446D6C,Samsung
446D7F,Amazon
446EE5,Huawei
44746C,Sony
447654,Huawei
44783E,Samsung
4480EB,Motorola
4482E5,Huawei
448500,Intel
448816,Cisco
448A5B,MSI
448F17,Samsung
4490BB,Apple
449160,Murata
4494FC,Netgear
449BC1,Huawei
449F46,Huawei
44A191,Huawei
44A56E,Netgear
44A642,Hikvision
44A7CF,Murata
44A842,Dell
44A8FC,Apple
44AA50,Juniper
44AAF5,Arris
44ADB1,Sagemcom
44ADD9,Cisco
44AE25,Cisco
44AE44,Huawei
44AF28,Intel
44B32D,TP-Link
44B4B2,Amazon
44B6BE,Cisco
44B7D0,Microchip
44BB3B,Google
44C15C,TI
44C346,Huawei
44C65D,Apple
44C7FC,Huawei
44CB8B,LG
44D244,Epson
44D3CA,Cisco
44D453,Sagemcom
44D454,Sagemcom
44D4E0,Sony
44D5CC,Amazon
44D791,Huawei
44D832,AzureWave
44D884,Apple
44D9E7,Ubiquiti
44DA30,Apple
44E08E,Cisco
44E137,Arris
44E4D9,Cisco
44E4EE,Wistron Neweb
44E517,Intel
44E66E,Apple
44E968,Huawei
44E9DD,Sagemcom
44EA30,Samsung
44EAD8,TI
44ECCE,Juniper
44F09E,Apple
44F21B,Apple
44F436,ZTE
44F459,Samsung
44F477,Juniper
44FB42,Apple
44FB5A,ZTE
44FFBA,ZTE
480031,Huawei
480033,Technicolor
4801C5,OnePlus
4805E2,Huawei
480EEC,TP-Link
480FCF,HP
481258,Huawei
48128F,Huawei
48137E,Samsung
481B40,Technicolor
481CB9,DJI
481D70,Cisco
48210B,Pegatron
48262C,Apple
4827C5,Huawei
4827E2,Espressif
4827EA,Samsung
48282F,ZTE
482952,Sagemcom
482AE3,Wistron
482CA0,Xiaomi
482CD0,Huawei
482CEA,Motorola
482E72,Cisco
482F6B,Aruba
482FD7,Huawei
48352B,Apple
483871,Huawei
483B38,Apple
483C0C,Huawei
483FDA,Espressif
483FE9,Huawei
48435A,Huawei
48437C,Apple
4843DD,Amazon
484487,Cisco
4844F7,Samsung
484520,Intel
4846FB,Huawei
48474B,Huawei
4849C7,Samsung
484AE9,HP
484BAA,Apple
484BD4,Technicolor
484C29,Huawei
484C86,Huawei
484D7E,Dell
484EFC,Arris
485073,Microsoft
485169,Samsung
4851B7,Intel
4851C5,Intel
485519,Espressif
485702,Huawei
4857D2,Broadcom
485929,LG
4859A4,ZTE
485AB6,Foxconn
485B39,ASUSTek
485D36,Verizon
485D60,AzureWave
48605F,LG
4860BC,Apple
4861EE,Samsung
486276,Huawei
48684A,Intel
48701E,TI
48706F,Huawei
487310,Juniper
487412,OnePlus
48746E,Apple
487746,Calix
48785E,Amazon
48794D,Samsung
487B6B,Huawei
487D2E,TP-Link
4883C7,Sagemcom
4886E8,Microsoft
488759,Xiaomi
4888CA,Motorola
4889E7,Intel
488B0A,Cisco
488C63,Huawei
488EEF,Huawei
48902F,LG
489BD5,Extreme
489DD1,Samsung
489EBD,HP
48A195,Apple
48A2E6,Resideo
48A472,Intel
48A516,Huawei
48A5E7,Nintendo
48A6B8,Sonos
48A74E,ZTE
48A91C,Apple
48A9D2,Wistron Neweb
48AD08,Huawei
48AD9A,Intel
48B25D,Huawei
48B423,Amazon
48B4C3,Aruba
48B8A3,Apple
48BA4E,HP
48BD0E,Quanta
48BD4A,Huawei
48BF6B,Apple
48C35A,Lenovo
48C796,Samsung
48CDD3,Huawei
48D224,Liteon
48D24F,Sagemcom
48D343,Arris
48D539,Huawei
48D6D5,Google
48D705,Apple
48DB50,Huawei
48DC2D,Huawei
48DCFB,Nokia
48DD0C,eero
48DF37,HP
48E244,Foxconn
48E729,Espressif
48E7DA,AzureWave
48E9F1,Apple
48EB62,Murata
48EC5B,Nokia
48EE0C,D-Link
48EF61,Huawei
48F17F,Intel
48F7C0,Technicolor
48F7F1,Nokia
48F8B3,Linksys
48F8DB,Huawei
48F8E1,Nokia
48FD8E,Huawei
48FDA3,Xiaomi
4C0082,Cisco
4C0143,eero
4C0220,Xiaomi
4C034F,Intel
4C09B4,ZTE
4C0BBE,Microsoft
4C0F6E,Foxconn
4C11AE,Espressif
4C1265,Arris
4C14A3,TCL
4C16F1,ZTE
4C16FC,Juniper
4C1744,Amazon
4C17EB,Sagemcom
4C195D,Sagemcom
4C1D96,Intel
4C1FCC,Huawei
4C20B8,Apple
4C2113,Nokia
4C218C,Panasonic
4C21D0,Sony
4C2498,TI
4C24CE,Amlogic
4C2578,Nokia
4C2E5E,Samsung
4C2EB4,Apple
4C2FD7,Huawei
4C312D,Amlogic
4C3275,Apple
4C3488,Intel
4C364E,Panasonic
4C38D8,Arris
4C3BDF,Microsoft
4C3C16,Samsung
4C3FD3,TI
4C445B,Intel
4C494F,ZTE
4C49E3,Xiaomi
4C4E35,Cisco
4C4FEE,OnePlus
4C5077,Huawei
4C5262,Fujitsu
4C53FD,Amazon
4C5499,Huawei
4C569D,Apple
4C57CA,Apple
4C5BB3,Silicon Labs
4C5D3C,Cisco
4C60DE,Netgear
4C617E,Huawei
4C6371,Xiaomi
4C63AD,Huawei
4C6641,Samsung
4C6BE8,Apple
4C6D58,Juniper
4C710C,Cisco
4C710D,Cisco
4C72B9,Pegatron
4C734F,Juniper
4C74BF,Apple
4C7525,Espressif
4C7625,Dell
4C776D,Cisco
4C77CB,Intel
4C796E,Intel
4C7975,Apple
4C79BA,Intel
4C7C5F,Apple
4C7CD9,Apple
4C7F62,Nokia
4C8093,Intel
4C83DE,Cisco
4C875D,Bose
4C8B30,Actiontec
4C8BEF,Huawei
4C8D53,Huawei
4C8D79,Apple
4C9614,Juniper
4C9EFF,Zyxel
4CA56D,Samsung
4CA64D,Cisco
4CAA16,AzureWave
4CAB4F,Apple
4CABF8,Askey
4CABFC,ZTE
4CAC0A,ZTE
4CAE13,Huawei
4CAEA3,HP
4CB16C,Huawei
4CB199,Apple
4CB1CD,Ruckus
4CB910,Apple
4CB9EA,iRobot
4CBAD7,LG
4CBC48,Cisco
4CBCA5,Samsung
4CBCE9,LG
4CBD8F,Hikvision
4CC53E,Zyxel
4CC8A1,Cisco
4CC94F,Nokia
4CC95E,Samsung
4CCBF5,ZTE
4CCC34,Motorola
4CCC6A,MSI
4CD08A,Humax
4CD0CB,Huawei
4CD0DD,Huawei
4CD1A1,Huawei
4CD629,Huawei
4CD98F,Dell
4CDD31,Samsung
4CE0DB,Xiaomi
4CE175,Cisco
4CE176,Cisco
4CE676,Buffalo
4CE6C0,Apple
4CEB42,Intel
4CEBD6,Espressif
4CEDDE,Askey
4CEDFB,ASUSTek
4CEFC0,Amazon
4CF202,Xiaomi
4CF55B,Huawei
4CF5DC,Hikvision
4CF95D,Huawei
4CFB45,Huawei
4CFBFE,Sercomm
4CFCAA,Tesla
50016B,Huawei
5001BB,Samsung
5001D9,Huawei
500291,Espressif
5004B8,Huawei
500604,Cisco
5006AB,Cisco
5007C3,Amazon
500959,Technicolor
500F80,Cisco
500FF5,Tenda
501479,iRobot
5014C1,Huawei
5017FF,Cisco
501AC5,Microsoft
501CB0,Cisco
501CBF,Cisco
501D93,Huawei
501FC6,Apple
50206B,Emerson
5021EC,Huawei
5023A2,Apple
502690,Fujitsu
5027A9,eero
50284A,Intel
502873,Huawei
502B73,Tenda
502D1D,Nokia
